Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
26,Male,Secndary,2,No,99313,No,Marrid,No,24,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long
62,Female,Secndary,10,No,45793,No,Single,Yes,25,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,no commnts
53,Male,Primry,4,No,17448,No,Divorced,Yes,60,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
18,Female,Tertary,8,No,37844,Yes,Divorced,Yes,20,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
25,Other,Tertary,10,No,72950,No,Marrid,No,19,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions
38,Other,Secndary,6,No,74174,Yes,Marrid,No,65,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
20,Male,Tertary,4,No,22636,Yes,Divorced,No,77,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
45,Female,Tertary,5,Yes,19878,Yes,Widowd,Yes,37,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch
62,Male,Primry,7,No,48467,Yes,Widowd,No,51,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts
68,Other,Secndary,10,Yes,23095,No,Divorced,No,1,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,i lov my job and coworkers,this survery was long
47,Other,Secndary,3,Yes,26112,Yes,Widowd,No,69,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say
27,Other,Secndary,6,Yes,80406,No,Single,No,43,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
32,Male,Primry,4,No,95945,Yes,Marrid,Yes,17,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
67,Male,Tertary,9,No,55385,Yes,Widowd,No,53,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say
36,Female,Secndary,10,Yes,13869,No,Divorced,Yes,76,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
38,Male,Primry,4,No,58586,No,Single,Yes,20,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions
35,Male,Secndary,6,No,35262,Yes,Widowd,Yes,49,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
56,Other,Secndary,3,No,84216,No,Single,No,11,its saf and pecefull,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
39,Male,Secndary,4,Yes,31166,No,Divorced,Yes,49,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
44,Female,Secndary,5,Yes,78513,No,Divorced,No,47,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch
61,Male,Tertary,4,No,54704,No,Single,Yes,59,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",this survery was long
42,Other,Secndary,4,No,43446,Yes,Single,No,17,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
44,Male,Secndary,7,Yes,77035,Yes,Marrid,Yes,22,green trees n cleen airr,healthcare getin worse,got discount witout askin,my kidss and faimly,no commnts
28,Male,Primry,9,Yes,61187,No,Marrid,Yes,71,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions
33,Male,Secndary,1,No,34017,Yes,Marrid,No,64,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions
64,Male,Secndary,3,Yes,69896,No,Single,Yes,66,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,just need to suceed,no commnts
63,Female,Tertary,7,Yes,58649,Yes,Widowd,Yes,61,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,my kidss and faimly,thank u for lettin me say
25,Female,Primry,1,No,43897,Yes,Widowd,No,52,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",no commnts
61,Female,Primry,6,Yes,74169,No,Single,Yes,79,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,my kidss and faimly,no commnts
18,Other,Secndary,9,No,29862,No,Single,No,25,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long
42,Female,Secndary,3,Yes,37923,Yes,Single,Yes,22,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
69,Female,Tertary,8,Yes,12407,No,Marrid,Yes,72,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
47,Female,Primry,2,Yes,51154,No,Marrid,No,47,its saf and pecefull,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",this survery was long
28,Female,Tertary,3,Yes,35468,No,Widowd,No,32,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch
19,Male,Tertary,9,Yes,63833,Yes,Single,Yes,26,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions
19,Female,Secndary,2,Yes,14248,Yes,Widowd,No,16,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,this survery was long
59,Other,Primry,4,No,97269,No,Marrid,Yes,13,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,just need to suceed,no commnts
62,Male,Tertary,5,Yes,56757,Yes,Single,No,33,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
57,Female,Tertary,2,Yes,19760,Yes,Divorced,No,68,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
62,Other,Tertary,4,Yes,44907,Yes,Single,No,15,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long
55,Male,Primry,9,Yes,91987,Yes,Divorced,Yes,50,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,no commnts
18,Male,Tertary,8,No,68576,Yes,Single,No,32,noice is low and evryone frendly,no money to save fo future,got discount witout askin,i lov my job and coworkers,no commnts
39,Male,Tertary,4,Yes,24535,Yes,Divorced,No,64,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
25,Male,Primry,10,Yes,41776,No,Widowd,No,20,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,no commnts
34,Female,Tertary,2,No,62769,No,Single,No,54,green trees n cleen airr,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",good luck with reserch
52,Female,Secndary,6,No,59088,Yes,Widowd,No,48,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",no commnts
42,Other,Tertary,8,Yes,24032,No,Widowd,No,24,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say
43,Male,Primry,8,No,74889,No,Marrid,Yes,78,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,this survery was long
24,Male,Tertary,8,No,80357,No,Single,Yes,14,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,just need to suceed,no commnts
33,Other,Primry,2,Yes,27860,No,Single,Yes,0,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
53,Male,Primry,6,Yes,79752,No,Single,Yes,51,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts
31,Other,Tertary,6,Yes,56628,No,Marrid,Yes,54,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,just need to suceed,thank u for lettin me say
69,Other,Secndary,4,Yes,18602,Yes,Divorced,Yes,2,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long
54,Other,Secndary,10,No,13141,No,Single,Yes,31,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts
56,Other,Secndary,10,Yes,54198,Yes,Divorced,Yes,33,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
36,Male,Primry,7,No,50939,No,Widowd,No,60,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,no commnts
39,Male,Secndary,5,Yes,30610,No,Widowd,Yes,22,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
39,Male,Primry,1,Yes,15004,No,Divorced,Yes,0,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,no commnts
30,Other,Tertary,5,No,92424,No,Single,Yes,78,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,thank u for lettin me say
65,Male,Tertary,2,Yes,83203,Yes,Widowd,No,15,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
24,Other,Secndary,3,Yes,29561,No,Single,Yes,43,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say
37,Other,Primry,4,No,82539,Yes,Marrid,Yes,76,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
50,Female,Primry,9,Yes,72391,Yes,Divorced,Yes,45,green trees n cleen airr,healthcare getin worse,got discount witout askin,just need to suceed,this survery was long
64,Male,Secndary,2,No,40436,No,Marrid,No,63,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch
53,Other,Secndary,3,Yes,32184,Yes,Marrid,No,11,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch
42,Female,Tertary,6,No,56443,No,Marrid,No,76,i lik the quite and neghbours,war n unestability,got discount witout askin,my kidss and faimly,good luck with reserch
61,Female,Secndary,4,Yes,77219,Yes,Divorced,No,35,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
33,Male,Secndary,4,No,35151,No,Divorced,No,76,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say
37,Other,Tertary,10,Yes,69018,No,Widowd,No,52,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,pls fix typos in u r questions
43,Female,Tertary,5,Yes,99675,Yes,Marrid,Yes,56,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say
36,Other,Secndary,8,No,75782,Yes,Marrid,Yes,46,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
55,Male,Primry,4,Yes,53512,No,Marrid,No,35,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
63,Male,Tertary,10,Yes,35287,No,Marrid,No,55,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
64,Other,Tertary,9,Yes,76703,No,Divorced,No,29,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
38,Male,Tertary,3,Yes,56524,No,Divorced,Yes,46,green trees n cleen airr,war n unestability,got discount witout askin,"goals keep me going, even when tired",good luck with reserch
40,Other,Primry,5,No,85220,Yes,Divorced,Yes,78,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
