Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
62,Male,Tertiary,5,No,82764,Yes,Married,Yes,22,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,-0.4
26,Other,Secondary,8,No,32808,Yes,Married,No,33,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,0.0,0.0
57,Male,Secondary,7,No,33381,Yes,Widowed,Yes,33,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
59,Other,Primary,2,No,78084,Yes,Divorced,No,21,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions,0.0,0.0
28,Female,Tertiary,8,No,63854,No,Married,No,53,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
67,Female,Secondary,6,No,98266,No,Widowed,No,57,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,-0.4
56,Female,Secondary,10,No,71645,Yes,Divorced,No,26,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,-0.4
31,Female,Primary,3,Yes,56245,Yes,Divorced,No,35,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
68,Male,Secondary,10,Yes,58144,No,Divorced,Yes,56,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,0.0
48,Other,Tertiary,7,Yes,35759,Yes,Widowed,Yes,20,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,my kidss and faimly,no commnts,0.0,0.0
56,Male,Secondary,10,Yes,28634,Yes,Married,Yes,29,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,-0.4
28,Female,Secondary,3,Yes,83772,Yes,Single,No,67,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
34,Male,Tertiary,6,Yes,65073,Yes,Single,Yes,14,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,0.0,-0.4
23,Female,Tertiary,7,No,60729,No,Widowed,Yes,73,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,i lov my job and coworkers,no commnts,0.0,0.0
36,Female,Tertiary,10,No,70949,No,Widowed,Yes,42,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
46,Other,Secondary,9,Yes,72277,Yes,Widowed,Yes,19,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,0.0
26,Male,Secondary,2,No,99313,No,Married,No,24,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,0.0
62,Female,Secondary,10,No,45793,No,Single,Yes,25,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,no commnts,0.0,0.0
53,Male,Primary,4,No,17448,No,Divorced,Yes,60,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,-0.2,0.0
18,Female,Tertiary,8,No,37844,Yes,Divorced,Yes,20,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
25,Other,Tertiary,10,No,72950,No,Married,No,19,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
38,Other,Secondary,6,No,74174,Yes,Married,No,65,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,0.0,0.0
20,Male,Tertiary,4,No,22636,Yes,Divorced,No,77,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
45,Female,Tertiary,5,Yes,19878,Yes,Widowed,Yes,37,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
62,Male,Primary,7,No,48467,Yes,Widowed,No,51,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts,0.0,0.0
68,Other,Secondary,10,Yes,23095,No,Divorced,No,1,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,i lov my job and coworkers,this survery was long,0.0,-0.4
47,Other,Secondary,3,Yes,26112,Yes,Widowed,No,69,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,0.0,0.0
27,Other,Secondary,6,Yes,80406,No,Single,No,43,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch,-0.2,0.0
32,Male,Primary,4,No,95945,Yes,Married,Yes,17,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
67,Male,Tertiary,9,No,55385,Yes,Widowed,No,53,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
36,Female,Secondary,10,Yes,13869,No,Divorced,Yes,76,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,-0.2,0.0
38,Male,Primary,4,No,58586,No,Single,Yes,20,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
35,Male,Secondary,6,No,35262,Yes,Widowed,Yes,49,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
56,Other,Secondary,3,No,84216,No,Single,No,11,its saf and pecefull,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
39,Male,Secondary,4,Yes,31166,No,Divorced,Yes,49,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long,0.0,0.0
44,Female,Secondary,5,Yes,78513,No,Divorced,No,47,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,0.0,0.0
61,Male,Tertiary,4,No,54704,No,Single,Yes,59,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
42,Other,Secondary,4,No,43446,Yes,Single,No,17,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,0.0
44,Male,Secondary,7,Yes,77035,Yes,Married,Yes,22,green trees n cleen airr,healthcare getin worse,got discount witout askin,my kidss and faimly,no commnts,-0.2,-0.4
28,Male,Primary,9,Yes,61187,No,Married,Yes,71,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions,0.0,-0.4
33,Male,Secondary,1,No,34017,Yes,Married,No,64,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
64,Male,Secondary,3,Yes,69896,No,Single,Yes,66,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,just need to suceed,no commnts,0.0,0.0
63,Female,Tertiary,7,Yes,58649,Yes,Widowed,Yes,61,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,0.0
25,Female,Primary,1,No,43897,Yes,Widowed,No,52,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",no commnts,0.0,-0.4
61,Female,Primary,6,Yes,74169,No,Single,Yes,79,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,my kidss and faimly,no commnts,0.0,0.0
18,Other,Secondary,9,No,29862,No,Single,No,25,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,0.0,0.0
42,Female,Secondary,3,Yes,37923,Yes,Single,Yes,22,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
69,Female,Tertiary,8,Yes,12407,No,Married,Yes,72,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,0.0,-0.4
47,Female,Primary,2,Yes,51154,No,Married,No,47,its saf and pecefull,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",this survery was long,0.0,0.0
28,Female,Tertiary,3,Yes,35468,No,Widowed,No,32,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch,0.0,-0.4
19,Male,Tertiary,9,Yes,63833,Yes,Single,Yes,26,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
19,Female,Secondary,2,Yes,14248,Yes,Widowed,No,16,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
59,Other,Primary,4,No,97269,No,Married,Yes,13,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,just need to suceed,no commnts,0.0,0.0
62,Male,Tertiary,5,Yes,56757,Yes,Single,No,33,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,-0.4
57,Female,Tertiary,2,Yes,19760,Yes,Divorced,No,68,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
62,Other,Tertiary,4,Yes,44907,Yes,Single,No,15,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
55,Male,Primary,9,Yes,91987,Yes,Divorced,Yes,50,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,no commnts,0.0,0.0
18,Male,Tertiary,8,No,68576,Yes,Single,No,32,noice is low and evryone frendly,no money to save fo future,got discount witout askin,i lov my job and coworkers,no commnts,0.0,0.0
39,Male,Tertiary,4,Yes,24535,Yes,Divorced,No,64,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
25,Male,Primary,10,Yes,41776,No,Widowed,No,20,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,no commnts,-0.2,-0.4
34,Female,Tertiary,2,No,62769,No,Single,No,54,green trees n cleen airr,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",good luck with reserch,-0.2,0.0
52,Female,Secondary,6,No,59088,Yes,Widowed,No,48,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",no commnts,0.0,0.0
42,Other,Tertiary,8,Yes,24032,No,Widowed,No,24,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
43,Male,Primary,8,No,74889,No,Married,Yes,78,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,this survery was long,0.0,0.0
24,Male,Tertiary,8,No,80357,No,Single,Yes,14,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,just need to suceed,no commnts,0.0,0.0
33,Other,Primary,2,Yes,27860,No,Single,Yes,0,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
53,Male,Primary,6,Yes,79752,No,Single,Yes,51,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts,-0.2,-0.4
31,Other,Tertiary,6,Yes,56628,No,Married,Yes,54,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,-0.4
69,Other,Secondary,4,Yes,18602,Yes,Divorced,Yes,2,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long,0.0,0.0
54,Other,Secondary,10,No,13141,No,Single,Yes,31,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,-0.4
56,Other,Secondary,10,Yes,54198,Yes,Divorced,Yes,33,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,0.0,0.0
36,Male,Primary,7,No,50939,No,Widowed,No,60,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,no commnts,0.0,0.0
39,Male,Secondary,5,Yes,30610,No,Widowed,Yes,22,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
39,Male,Primary,1,Yes,15004,No,Divorced,Yes,0,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,no commnts,0.0,-0.4
30,Other,Tertiary,5,No,92424,No,Single,Yes,78,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,thank u for lettin me say,0.0,0.0
65,Male,Tertiary,2,Yes,83203,Yes,Widowed,No,15,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,-0.2,-0.4
24,Other,Secondary,3,Yes,29561,No,Single,Yes,43,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
37,Other,Primary,4,No,82539,Yes,Married,Yes,76,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts,0.0,0.0
50,Female,Primary,9,Yes,72391,Yes,Divorced,Yes,45,green trees n cleen airr,healthcare getin worse,got discount witout askin,just need to suceed,this survery was long,-0.2,-0.4
64,Male,Secondary,2,No,40436,No,Married,No,63,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
53,Other,Secondary,3,Yes,32184,Yes,Married,No,11,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
